ID,Gender,DOB,CollegeID,CollegeTier,Degree,Specialization,CollegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Salary
1193753,f,1992-09-13,11871,2,B.Tech/B.E.,electronics and communication engineering,75.3,11871,0,Andhra Pradesh,2014,300000
345838,m,1991-05-29,6659,2,B.Tech/B.E.,electronics and communication engineering,92,6659,1,Tamil Nadu,2012,225000
1063512,m,1992-05-31,1358,2,B.Tech/B.E.,electronics engineering,56.24,1358,1,Maharashtra,2013,300000
576122,m,1991-07-03,144,2,B.Tech/B.E.,computer engineering,73.6,144,0,Uttar Pradesh,2013,200000
223303,m,1989-07-29,3395,1,B.Tech/B.E.,electronics and communication engineering,78.9,3395,0,West Bengal,2011,405000
692668,m,1992-02-28,13697,2,B.Tech/B.E.,computer science & engineering,76.1,13697,1,West Bengal,2013,70000
644440,m,1991-08-07,13371,2,B.Tech/B.E.,computer science & engineering,75,13371,0,Union Territory,2013,110000
1083136,m,1990-11-24,5216,2,B.Tech/B.E.,computer science & engineering,77,5216,1,West Bengal,2014,300000
357389,f,1991-12-03,527,2,B.Tech/B.E.,electronics and communication engineering,74.7,527,0,Haryana,2013,350000
52581,m,1987-06-01,356,2,B.Tech/B.E.,information technology,56.7,356,1,Karnataka,2009,180000
1063454,m,1989-08-25,347,2,B.Tech/B.E.,electronics and electrical engineering,64,347,0,Uttar Pradesh,2013,300000
869474,m,1992-12-17,8888,2,B.Tech/B.E.,mechanical engineering,76,8888,0,Tamil Nadu,2014,240000
576225,m,1992-01-02,7376,2,B.Tech/B.E.,computer science & engineering,71.42,7376,0,Uttar Pradesh,2013,120000
910160,m,1993-05-21,4042,2,B.Tech/B.E.,computer science & engineering,74,4042,0,Tamil Nadu,2014,195000
905258,m,1992-06-04,6290,1,B.Tech/B.E.,computer science & engineering,71,6290,0,Himachal Pradesh,2014,325000
278656,m,1989-09-20,568,2,B.Tech/B.E.,computer engineering,70.4,568,0,Uttar Pradesh,2011,305000
662008,f,1987-11-13,12992,2,B.Tech/B.E.,computer engineering,71.1,12992,1,West Bengal,2013,100000
453187,m,1990-03-28,11759,2,MCA,computer application,67.37,11759,0,Uttarakhand,2014,180000
238392,f,1989-09-24,1067,2,B.Tech/B.E.,information technology,76,1067,0,Karnataka,2011,450000
138359,m,1988-06-16,403,2,B.Tech/B.E.,computer science & engineering,75.88,403,0,Madhya Pradesh,2010,335000
1225896,f,1991-08-10,4973,2,B.Tech/B.E.,computer science & engineering,75,4973,0,Madhya Pradesh,2013,120000
593082,f,1992-12-13,11183,2,B.Tech/B.E.,electronics and communication engineering,77.4,11183,1,Telangana,2013,335000
1279983,f,1991-06-25,1875,2,B.Tech/B.E.,computer engineering,79.21,1875,0,Uttar Pradesh,2014,200000
330102,f,1990-09-03,11183,2,B.Tech/B.E.,electronics and communication engineering,80.95,11183,1,Telangana,2012,100000
597697,m,1992-03-01,47,1,B.Tech/B.E.,computer engineering,73.3,47,1,Delhi,2013,325000
655270,f,1991-07-05,8310,2,B.Tech/B.E.,computer engineering,74,8310,1,Rajasthan,2013,250000
988792,f,1989-11-13,2647,2,MCA,computer application,76,2647,0,Uttar Pradesh,2014,200000
127002,m,1989-01-05,1487,2,B.Tech/B.E.,electronics and communication engineering,74.9,1487,0,Andhra Pradesh,2010,475000
337629,f,1990-09-10,3076,2,B.Tech/B.E.,computer engineering,92.3,3076,0,Tamil Nadu,2012,300000
1082552,f,1993-12-13,6814,2,B.Tech/B.E.,computer science & engineering,82.8,6814,0,West Bengal,2014,200000
531480,m,1991-12-30,492,2,B.Tech/B.E.,electronics and electrical engineering,82.4,492,1,Telangana,2013,365000
1099501,m,1993-07-10,7600,2,B.Tech/B.E.,computer science & engineering,62,7600,0,Uttar Pradesh,2014,110000
1239524,m,1990-01-09,1940,2,B.Tech/B.E.,computer science & engineering,62,1940,1,Karnataka,2012,180000
860597,m,1991-07-09,1390,2,B.Tech/B.E.,electronics and communication engineering,76.92,1390,0,Uttar Pradesh,2013,395000
293843,m,1987-02-08,477,2,B.Tech/B.E.,electronics engineering,51,477,1,Maharashtra,2011,110000
555964,f,1991-10-18,6970,2,B.Tech/B.E.,electronics and communication engineering,55.07,6970,1,Karnataka,2013,180000
1224952,m,1991-07-15,1887,1,B.Tech/B.E.,computer science & engineering,65.22,1887,0,Uttar Pradesh,2014,325000
328944,f,1990-02-09,1866,2,B.Tech/B.E.,electronics & telecommunications,80.9,1866,1,Karnataka,2012,450000
669240,m,1992-01-16,13808,2,B.Tech/B.E.,information technology,65.62,13808,0,Uttar Pradesh,2013,280000
283122,m,1989-08-10,4234,2,B.Tech/B.E.,electronics and communication engineering,55,4234,0,Uttar Pradesh,2011,150000
284738,m,1988-11-03,568,2,B.Tech/B.E.,electronics and communication engineering,73,568,0,Uttar Pradesh,2011,470000
445747,m,1989-11-12,13210,2,B.Tech/B.E.,information technology,63,13210,0,Uttar Pradesh,2012,180000
323688,m,1988-12-06,443,1,M.Tech./M.E.,electronics and electrical engineering,95.3,443,0,Uttar Pradesh,2012,1200000
580044,m,1990-12-04,7783,2,B.Tech/B.E.,electronics and communication engineering,63.18,7783,1,Rajasthan,2012,145000
632106,m,1992-09-05,198,2,B.Tech/B.E.,electronics and communication engineering,65,198,0,Uttar Pradesh,2014,180000
872029,m,1991-12-14,347,2,B.Tech/B.E.,electronics and electrical engineering,73,347,0,Uttar Pradesh,2014,180000
331779,m,1990-01-26,8011,2,B.Tech/B.E.,information technology,70.5,8011,0,Tamil Nadu,2012,160000
586115,m,1990-03-10,13040,2,B.Tech/B.E.,information technology,80.7,13040,1,West Bengal,2012,145000
389449,f,1990-11-08,7557,2,B.Tech/B.E.,computer engineering,83.9,7557,1,Delhi,2012,420000
48647,m,1987-11-27,1859,2,B.Tech/B.E.,information technology,62.81,1859,0,Karnataka,2009,600000
289737,m,1989-05-24,1422,2,B.Tech/B.E.,computer engineering,65,1422,0,Andhra Pradesh,2011,300000
407686,m,1990-11-11,3801,2,B.Tech/B.E.,information technology,88.8,3801,0,Karnataka,2012,400000
765578,f,1992-08-04,13994,2,B.Tech/B.E.,electronics and electrical engineering,68.48,13994,0,Andhra Pradesh,2013,145000
941984,m,1992-08-24,272,2,B.Tech/B.E.,mechanical engineering,71.2,272,0,Punjab,2014,180000
1274900,m,1991-10-30,930,2,B.Tech/B.E.,electronics and communication engineering,74,930,1,Rajasthan,2013,220000
451922,f,1990-11-07,11283,2,B.Tech/B.E.,electronics and electrical engineering,77,11283,0,Tamil Nadu,2012,100000
602117,m,1990-12-20,196,2,B.Tech/B.E.,mechanical engineering,69.7,196,0,Haryana,2012,455000
1077269,m,1990-08-16,7685,2,B.Tech/B.E.,chemical engineering,76,7685,1,West Bengal,2013,380000
1218872,f,1991-03-16,9256,2,B.Tech/B.E.,information technology,54,9256,0,Rajasthan,2014,150000
313081,m,1990-08-10,6270,2,B.Tech/B.E.,electronics and electrical engineering,60,6270,0,Uttarakhand,2011,100000
425471,m,1991-08-13,75,2,B.Tech/B.E.,computer engineering,79.12,75,0,Uttar Pradesh,2012,305000
330663,f,1991-02-27,9837,2,B.Tech/B.E.,computer engineering,78.85,9837,1,Telangana,2012,410000
660767,m,1991-10-23,8735,2,B.Tech/B.E.,computer science & engineering,66,8735,0,Uttar Pradesh,2013,200000
78510,m,1988-02-11,182,2,B.Tech/B.E.,electronics and communication engineering,55,182,1,Karnataka,2010,220000
869298,f,1993-06-02,2959,2,B.Tech/B.E.,information technology,74.9,2959,0,Tamil Nadu,2014,220000
124278,m,1989-06-10,1329,2,B.Tech/B.E.,electronics & telecommunications,63.17,1329,1,Maharashtra,2010,475000
580616,f,1991-09-14,8195,1,B.Tech/B.E.,computer engineering,79.3,8195,1,Delhi,2013,360000
1088714,m,1991-01-23,2027,2,B.Tech/B.E.,computer science & engineering,62.28,2027,0,Haryana,2013,120000
283274,m,1988-06-13,4234,2,B.Tech/B.E.,information technology,70.38,4234,0,Uttar Pradesh,2011,600000
900218,m,1988-01-11,443,1,M.Tech./M.E.,other,82.5,443,0,Uttar Pradesh,2014,420000
511778,m,1991-08-12,129,2,MCA,computer application,81,129,0,Tamil Nadu,2015,325000
355922,m,1992-02-27,9786,2,B.Tech/B.E.,electronics and communication engineering,68.34,9786,0,Orissa,2012,315000
1119237,m,1992-10-19,3002,2,B.Tech/B.E.,electronics & telecommunications,77,3002,0,Orissa,2014,400000
309046,m,1993-11-21,5904,2,B.Tech/B.E.,information technology,63,5904,0,Uttar Pradesh,2013,250000
991880,m,1991-07-24,9737,2,B.Tech/B.E.,electronics and electrical engineering,61,9737,0,Uttar Pradesh,2014,200000
1117475,f,1991-11-16,16578,2,B.Tech/B.E.,computer engineering,60,16578,1,Maharashtra,2013,200000
810433,f,1991-08-05,64,2,B.Tech/B.E.,electronics and communication engineering,71.5,64,0,Uttar Pradesh,2014,400000
117082,m,1989-03-06,4554,2,B.Tech/B.E.,electronics and communication engineering,69.47,4554,0,Tamil Nadu,2010,385000
1267278,m,1988-12-09,4173,2,MCA,computer application,76,4173,1,Tamil Nadu,2013,145000
100113,f,1988-06-23,4809,2,B.Tech/B.E.,electronics & telecommunications,68.9,4809,1,Telangana,2010,510000
658893,m,1990-10-01,1825,1,B.Tech/B.E.,computer engineering,84.6,1825,0,West Bengal,2013,365000
669368,m,1991-11-07,11629,2,B.Tech/B.E.,information technology,65.97,11629,0,Maharashtra,2013,320000
1106147,m,1992-06-08,5147,2,B.Tech/B.E.,electronics and communication engineering,72.86,5147,0,Jammu and Kashmir,2014,350000
307328,m,1990-08-08,6037,2,B.Tech/B.E.,electronics and electrical engineering,66.98,6037,0,Uttar Pradesh,2012,120000
1274688,m,1992-04-07,13355,2,MCA,computer application,78,13355,1,West Bengal,2014,175000
810113,m,1993-04-25,350,2,B.Tech/B.E.,electronics and electrical engineering,73,350,0,Uttar Pradesh,2014,215000
905195,m,1991-08-28,6290,1,B.Tech/B.E.,information technology,65,6290,0,Himachal Pradesh,2014,400000
1003364,m,1993-05-12,16213,2,B.Tech/B.E.,information technology,68.88,16213,0,Uttar Pradesh,2014,180000
242799,m,1989-10-03,1436,2,B.Tech/B.E.,mechanical & production engineering,58,1436,0,Karnataka,2011,100000
1218574,m,1991-08-01,12601,2,MCA,computer application,76.72,12601,1,Delhi,2014,350000
1233060,m,1990-05-26,3113,2,B.Tech/B.E.,electronics & telecommunications,54.75,3113,0,Maharashtra,2013,145000
1085605,m,1992-01-02,16187,2,B.Tech/B.E.,electronics and communication engineering,68,16187,1,Telangana,2013,200000
144942,m,1989-04-05,1744,2,MCA,computer application,61,1744,0,Uttar Pradesh,2013,205000
340045,m,1991-08-20,10932,2,B.Tech/B.E.,computer science & engineering,65.51,10932,0,Uttar Pradesh,2013,100000
1122860,m,1992-11-21,377,2,B.Tech/B.E.,electronics and communication engineering,75,377,0,Uttar Pradesh,2014,300000
34551,m,1988-07-30,285,1,B.Tech/B.E.,electronics and communication engineering,95.7,285,0,Punjab,2010,1100000
636997,m,1992-03-10,4501,2,B.Tech/B.E.,information technology,69.5,4501,0,Uttar Pradesh,2013,235000
1044637,m,1991-12-05,13,1,B.Tech/B.E.,computer science & engineering,70,13,1,Delhi,2014,275000
1088771,m,1990-01-27,14852,2,B.Tech/B.E.,information technology,63.3,14852,0,Uttar Pradesh,2012,180000
878500,m,1993-02-23,12187,2,B.Tech/B.E.,mechanical engineering,79.8,12187,0,Tamil Nadu,2014,75000
479756,m,1990-12-10,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2012,300000
1077690,m,1992-06-24,7627,2,B.Tech/B.E.,electronics and communication engineering,69.2,7627,0,Uttar Pradesh,2014,275000
601071,m,1991-08-30,272,2,B.Tech/B.E.,mechanical and automation,69,272,0,Punjab,2013,300000
669934,m,1992-06-02,9699,2,B.Tech/B.E.,computer engineering,69,9699,1,Rajasthan,2013,200000
655292,f,1992-05-29,8310,2,B.Tech/B.E.,computer engineering,64.9,8310,1,Rajasthan,2013,180000
1027655,m,1992-07-02,5086,2,B.Tech/B.E.,electronics and communication engineering,76.32,5086,0,Karnataka,2014,300000
624843,f,1991-09-26,4233,2,B.Tech/B.E.,electrical engineering,76,4233,0,Tamil Nadu,2013,110000
1058932,m,1989-10-26,2177,1,B.Tech/B.E.,information technology,66.9,2177,0,Rajasthan,2013,400000
1259641,f,1992-02-21,973,2,B.Tech/B.E.,computer science & engineering,70.82,973,0,Uttar Pradesh,2013,220000
256680,m,1989-08-25,1461,2,B.Tech/B.E.,information technology,58,1461,0,Karnataka,2011,520000
1076044,m,1992-01-07,4344,2,B.Tech/B.E.,electronics and communication engineering,66.65,4344,0,Andhra Pradesh,2013,360000
677102,f,1992-11-02,8954,2,B.Tech/B.E.,electronics and communication engineering,66.2,8954,0,Rajasthan,2013,170000
243794,m,1989-05-31,2656,2,B.Tech/B.E.,electronics and electrical engineering,79,2656,0,Haryana,2011,475000
1123216,m,1989-11-12,1060,2,B.Tech/B.E.,electronics and communication engineering,60,1060,0,Orissa,2012,100000
436253,f,1989-10-29,48,1,B.Tech/B.E.,computer engineering,76.09,48,1,Delhi,2012,200000
1171988,f,1991-10-07,631,2,B.Tech/B.E.,electronics and communication engineering,75,631,0,Kerala,2013,320000
267894,m,1988-01-09,462,2,B.Tech/B.E.,electronics and communication engineering,58,462,1,Karnataka,2011,190000
807306,m,1988-06-11,11759,2,MCA,computer application,72.27,11759,0,Uttarakhand,2014,150000
484152,m,1991-05-16,2665,2,B.Tech/B.E.,electronics & telecommunications,70.26,2665,0,Maharashtra,2013,400000
1269213,m,1989-01-31,5483,2,B.Tech/B.E.,computer science & engineering,74,5483,1,West Bengal,2014,120000
1266709,m,1992-01-18,987,2,B.Tech/B.E.,computer science & engineering,70,987,0,Orissa,2014,195000
206734,m,1988-11-07,144,2,B.Tech/B.E.,computer engineering,67,144,0,Uttar Pradesh,2011,675000
918889,m,1993-12-09,6408,2,B.Tech/B.E.,electronics and communication engineering,61.4,6408,0,Uttar Pradesh,2014,180000
752115,m,1991-10-29,5483,2,B.Tech/B.E.,information technology,75.2,5483,1,West Bengal,2013,300000
41012,m,1986-04-20,402,1,B.Tech/B.E.,electronics & telecommunications,77,402,0,Madhya Pradesh,2010,370000
333439,m,1991-09-20,6434,2,B.Tech/B.E.,civil engineering,58,6434,0,Uttarakhand,2012,290000
933812,m,1992-01-09,5298,2,B.Tech/B.E.,electronics and electrical engineering,71,5298,0,Tamil Nadu,2014,310000
1158194,m,1992-06-16,3579,2,MCA,computer application,73.55,3579,0,Uttar Pradesh,2015,200000
359057,m,1990-05-31,44,2,B.Tech/B.E.,electronics and electrical engineering,72.62,44,0,Uttar Pradesh,2012,345000
214454,f,1989-08-30,44,2,B.Tech/B.E.,computer engineering,77,44,0,Uttar Pradesh,2012,190000
192966,f,1988-08-20,893,2,MCA,computer application,72,893,0,Uttar Pradesh,2011,200000
642404,m,1992-07-01,436,1,B.Tech/B.E.,civil engineering,77.78,436,0,Uttarakhand,2013,600000
416040,m,1990-04-03,53,2,B.Tech/B.E.,information technology,63.19,53,0,Uttar Pradesh,2012,400000
1061749,f,1989-03-10,3724,2,MCA,computer application,68,3724,1,Telangana,2013,110000
1013562,f,1991-10-04,904,2,B.Tech/B.E.,information science engineering,65,904,1,Karnataka,2013,205000
215639,m,1989-04-20,5026,2,B.Tech/B.E.,mechanical engineering,65,5026,0,Orissa,2011,370000
534043,m,1990-08-30,11583,2,B.Tech/B.E.,mechanical engineering,58,11583,0,Maharashtra,2013,120000
244386,m,1988-10-09,3427,2,B.Tech/B.E.,electronics and communication engineering,70,3427,0,Orissa,2011,225000
1097167,f,1993-02-23,9198,2,B.Tech/B.E.,computer science & engineering,76.4,9198,1,Telangana,2014,400000
318391,f,1990-08-10,5071,2,B.Tech/B.E.,information technology,88.2,5071,0,Andhra Pradesh,2012,425000
660954,m,1990-08-17,11473,2,B.Tech/B.E.,electronics and communication engineering,75,11473,1,Tamil Nadu,2013,265000
439125,m,1989-01-27,3081,2,B.Tech/B.E.,electronics & telecommunications,77.1,3081,0,Orissa,2012,450000
611020,m,1992-08-07,961,2,B.Tech/B.E.,computer science & engineering,68.5,961,1,Telangana,2013,240000
863437,m,1990-12-10,10268,2,B.Tech/B.E.,computer science & engineering,67,10268,1,Karnataka,2013,325000
340205,m,1991-04-07,10932,2,B.Tech/B.E.,electronics and communication engineering,61.8,10932,0,Uttar Pradesh,2013,300000
331251,f,1990-12-10,9769,2,B.Tech/B.E.,computer engineering,76,9769,1,Telangana,2012,355000
265303,f,1989-10-06,1263,2,B.Tech/B.E.,computer engineering,72.8,1263,1,Tamil Nadu,2011,110000
519873,m,1991-04-05,129,2,M.Tech./M.E.,information technology,73.1,129,0,Tamil Nadu,2015,150000
1043020,m,1991-06-21,4680,2,B.Tech/B.E.,electronics and communication engineering,81,4680,1,Tamil Nadu,2013,335000
1284437,f,1992-11-16,6874,2,B.Tech/B.E.,computer science & engineering,79.57,6874,0,Uttarakhand,2015,200000
654308,f,1991-07-28,9812,2,B.Tech/B.E.,computer science & engineering,67,9812,1,Telangana,2013,300000
1081172,m,1991-09-13,7814,2,B.Tech/B.E.,information technology,84,7814,0,Orissa,2014,145000
591412,m,1991-02-03,527,2,B.Tech/B.E.,electronics and communication engineering,72,527,0,Haryana,2013,200000
948250,m,1992-09-11,2637,2,B.Tech/B.E.,computer science & engineering,63.5,2637,0,Haryana,2014,205000
346395,m,1984-08-18,316,2,B.Tech/B.E.,electronics and communication engineering,63.66,316,1,Karnataka,2012,140000
1248570,f,1993-06-05,2285,2,B.Tech/B.E.,electronics and communication engineering,81,2285,0,West Bengal,2014,225000
786671,m,1992-05-18,11852,2,B.Tech/B.E.,computer science & engineering,73.1,11852,0,Andhra Pradesh,2013,180000
263961,f,1988-06-02,2513,2,MCA,computer application,75.81,2513,0,Rajasthan,2011,300000
820222,m,1991-01-11,14381,2,B.Tech/B.E.,other,74,14381,1,West Bengal,2013,130000
262768,m,1989-12-24,11025,2,B.Tech/B.E.,biotechnology,87.6,11025,0,Uttar Pradesh,2011,215000
542295,m,1990-06-23,350,2,B.Tech/B.E.,electronics and electrical engineering,74.74,350,0,Uttar Pradesh,2013,180000
1233512,m,1992-08-23,1390,2,B.Tech/B.E.,computer science & engineering,88,1390,0,Uttar Pradesh,2015,335000
676848,m,1991-03-15,547,2,MCA,computer application,83.2,547,0,Madhya Pradesh,2013,120000
425242,m,1989-08-22,13543,2,B.Tech/B.E.,information technology,61.1,13543,0,Uttar Pradesh,2012,180000
60599,f,1987-09-06,18139,2,M.Tech./M.E.,instrumentation and control engineering,82,18139,1,West Bengal,2014,265000
602267,m,1991-02-18,11509,1,B.Tech/B.E.,electronics and communication engineering,85.7,11509,1,Telangana,2013,320000
836060,m,1993-11-23,9699,2,B.Tech/B.E.,electronics and communication engineering,55,9699,1,Rajasthan,2014,145000
347313,m,1991-05-04,12478,2,B.Tech/B.E.,information technology,69.8,12478,0,Uttar Pradesh,2012,260000
640930,m,1991-02-27,8105,2,B.Tech/B.E.,computer science & engineering,64.88,8105,0,Madhya Pradesh,2013,310000
958388,m,1991-10-02,1206,2,B.Tech/B.E.,computer science & engineering,83,1206,0,Karnataka,2013,420000
479849,m,1988-12-11,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2012,465000
1168885,m,1990-12-08,4439,2,B.Tech/B.E.,electronics and communication engineering,68.1,4439,0,Uttar Pradesh,2014,180000
823838,m,1990-11-18,272,2,B.Tech/B.E.,computer science & engineering,65.25,272,0,Punjab,2014,315000
1231817,m,1990-07-11,15418,2,B.Tech/B.E.,computer science & engineering,62,15418,1,Tamil Nadu,2012,135000
872494,m,1992-08-11,8116,2,B.Tech/B.E.,computer science & engineering,85.78,8116,1,Tamil Nadu,2014,315000
644828,f,1992-03-11,124,2,B.Tech/B.E.,electrical engineering,81.5,124,0,Orissa,2013,360000
1088625,m,1990-05-07,2921,2,B.Tech/B.E.,information technology,77,2921,0,West Bengal,2014,275000
355786,f,1991-03-29,8908,2,B.Tech/B.E.,information technology,63.25,8908,1,Telangana,2012,120000
1118955,m,1991-11-01,16161,2,B.Tech/B.E.,electronics & telecommunications,74.41,16161,0,Orissa,2014,325000
580697,m,1991-05-27,8195,1,B.Tech/B.E.,information technology,80.05,8195,1,Delhi,2013,450000
190981,m,1989-11-18,11157,1,B.Tech/B.E.,computer engineering,84,11157,0,Jharkhand,2011,550000
325637,f,1989-04-16,252,2,B.Tech/B.E.,computer engineering,65,252,1,West Bengal,2012,400000
845576,f,1992-11-23,14351,2,B.Tech/B.E.,computer science & engineering,74.6,14351,0,Punjab,2014,65000
582410,m,1990-07-04,8195,1,B.Tech/B.E.,electronics and communication engineering,82.2,8195,1,Delhi,2013,350000
820700,m,1992-02-05,6741,2,B.Tech/B.E.,computer science & engineering,73,6741,0,Rajasthan,2016,265000
1042334,m,1991-04-30,8287,2,B.Tech/B.E.,computer science & engineering,74.9,8287,1,West Bengal,2013,65000
638324,m,1989-08-10,9578,2,MCA,computer application,72,9578,0,Uttar Pradesh,2013,180000
666182,m,1992-12-11,47,1,B.Tech/B.E.,computer science & engineering,83.55,47,1,Delhi,2014,325000
872171,m,1992-04-11,347,2,B.Tech/B.E.,electronics and communication engineering,86,347,0,Uttar Pradesh,2014,325000
96708,f,1987-08-10,5086,2,MCA,computer application,78,5086,0,Karnataka,2011,400000
1004939,m,1991-01-28,547,2,B.Tech/B.E.,electronics and electrical engineering,69.4,547,0,Madhya Pradesh,2014,200000
1098807,m,1991-03-25,13040,2,B.Tech/B.E.,computer science & engineering,79.4,13040,1,West Bengal,2013,190000
794381,m,1991-12-17,8346,2,B.Tech/B.E.,mechanical engineering,68.76,8346,0,Uttar Pradesh,0,325000
336785,m,1991-01-15,3076,2,B.Tech/B.E.,electronics and communication engineering,80,3076,0,Tamil Nadu,2012,365000
961030,m,1991-05-04,2037,2,B.Tech/B.E.,electronics and communication engineering,66.6,2037,0,Haryana,2014,180000
1274668,m,1990-12-25,4319,2,B.Tech/B.E.,electronics and communication engineering,73.4,4319,0,Punjab,2013,330000
33747,f,1990-01-16,375,2,B.Tech/B.E.,electronics and communication engineering,71.7,375,0,Uttar Pradesh,2012,390000
1242062,m,1990-06-25,2791,2,B.Tech/B.E.,mechanical engineering,70,2791,0,Uttar Pradesh,2014,240000
60401,m,1988-10-31,501,2,B.Tech/B.E.,electronics & instrumentation eng,72,501,0,Uttar Pradesh,2010,360000
786404,m,1992-05-23,11788,2,B.Tech/B.E.,computer science & engineering,68.6,11788,0,Andhra Pradesh,2013,350000
955389,f,1992-07-05,12666,2,B.Tech/B.E.,electronics and communication engineering,60.81,12666,0,Uttar Pradesh,2014,215000
271766,m,1988-07-09,3720,2,B.Tech/B.E.,electronics and communication engineering,75,3720,0,Madhya Pradesh,2011,600000
1194943,m,1992-07-07,8840,2,B.Tech/B.E.,computer science & engineering,74.04,8840,0,Uttar Pradesh,2014,200000
1044171,f,1989-12-06,2065,2,B.Tech/B.E.,electronics and communication engineering,78,2065,1,West Bengal,2012,190000
1087018,m,1992-12-17,7518,2,B.Tech/B.E.,electronics and electrical engineering,75.9,7518,0,Tamil Nadu,2014,95000
592833,f,1991-09-24,13094,2,B.Tech/B.E.,computer science & engineering,74.01,13094,0,Haryana,2012,205000
815219,m,1992-01-13,10991,2,B.Tech/B.E.,computer science & engineering,78,10991,0,Rajasthan,2013,330000
852310,m,1991-11-03,12867,2,B.Tech/B.E.,electronics and computer engineering,57.8,12867,0,Andhra Pradesh,2013,120000
493796,m,1990-09-11,3944,2,B.Tech/B.E.,electronics and communication engineering,81,3944,1,Tamil Nadu,2012,600000
619949,m,1991-04-05,275,2,B.Tech/B.E.,mechanical engineering,82,275,1,Karnataka,2013,350000
509283,m,1989-05-03,4948,2,B.Tech/B.E.,computer engineering,69.3,4948,1,Rajasthan,2012,500000
676260,m,1991-07-18,547,2,B.Tech/B.E.,electrical engineering,72.65,547,0,Madhya Pradesh,2013,335000
58857,m,1986-11-19,44,2,B.Tech/B.E.,electronics and communication engineering,72.98,44,0,Uttar Pradesh,2010,400000
1231982,m,1990-12-12,830,2,B.Tech/B.E.,electronics and communication engineering,65.2,830,1,Tamil Nadu,2013,180000
205703,f,1988-12-20,5508,2,B.Tech/B.E.,electrical engineering,65,5508,0,Orissa,2011,430000
103858,m,1988-08-09,519,2,B.Tech/B.E.,computer engineering,71,519,1,Tamil Nadu,2010,300000
325432,f,1990-10-08,7172,2,B.Tech/B.E.,electronics & telecommunications,75.25,7172,0,Maharashtra,2012,320000
1139162,m,1991-09-01,8700,2,B.Tech/B.E.,electronics and communication engineering,67.8,8700,0,Tamil Nadu,2013,230000
1289692,f,1992-04-25,4913,2,B.Tech/B.E.,computer science & engineering,67,4913,0,Karnataka,2014,250000
693698,m,1991-11-15,4971,2,B.Tech/B.E.,computer science & engineering,78.44,4971,0,Uttar Pradesh,2013,120000
1251004,f,1992-04-29,1213,2,B.Tech/B.E.,electronics and communication engineering,71,1213,0,Madhya Pradesh,2013,200000
312164,m,1988-04-25,5690,2,B.Tech/B.E.,mechanical engineering,68.63,5690,0,Uttar Pradesh,2010,1200000
302031,m,1988-10-15,75,2,B.Tech/B.E.,electronics and communication engineering,62,75,0,Uttar Pradesh,2010,270000
1039020,m,1992-09-09,11090,2,B.Tech/B.E.,electronics and communication engineering,77.15,11090,1,Telangana,2013,310000
639785,m,1991-11-16,2812,2,B.Tech/B.E.,electrical engineering,77.5,2812,0,Rajasthan,2013,180000
1260265,m,1990-11-01,9806,2,B.Tech/B.E.,instrumentation and control engineering,79,9806,1,Gujarat,2012,300000
510199,m,1990-11-13,4234,2,B.Tech/B.E.,computer engineering,79.68,4234,0,Uttar Pradesh,2012,770000
318959,m,1991-07-21,5068,2,B.Tech/B.E.,electronics and communication engineering,77.5,5068,0,Andhra Pradesh,2015,360000
324440,m,1989-04-29,7164,2,B.Tech/B.E.,computer engineering,55.5,7164,0,Maharashtra,2012,210000
1238258,m,1992-12-17,3836,2,B.Tech/B.E.,computer science & engineering,63.77,3836,0,Maharashtra,2014,400000
1262574,m,1990-11-24,1759,2,MCA,computer application,84,1759,0,Punjab,2014,60000
641531,m,1991-05-26,1622,2,B.Tech/B.E.,information technology,70.85,1622,0,Madhya Pradesh,2013,330000
1242936,m,1992-12-29,883,2,B.Tech/B.E.,electronics and electrical engineering,70,883,0,Tamil Nadu,2014,105000
50216,m,1988-11-28,2927,2,B.Tech/B.E.,electronics & telecommunications,71.82,2927,1,Rajasthan,2010,160000
416468,m,1989-05-09,35,1,B.Tech/B.E.,information technology,80,35,1,Delhi,2012,350000
1105982,m,1991-08-01,7216,2,B.Tech/B.E.,electronics and communication engineering,73,7216,0,Jammu and Kashmir,2014,350000
339689,f,1991-08-20,11368,2,B.Tech/B.E.,information technology,74.01,11368,0,Uttar Pradesh,2012,200000
337594,m,1991-11-17,3076,2,B.Tech/B.E.,information technology,94.5,3076,0,Tamil Nadu,2012,400000
230702,m,1987-12-27,64,2,B.Tech/B.E.,civil engineering,65,64,0,Uttar Pradesh,2011,700000
989810,m,1992-08-09,17935,2,B.Tech/B.E.,computer science & engineering,69.11,17935,0,Uttar Pradesh,2015,180000
329900,f,1990-07-22,11183,2,B.Tech/B.E.,information technology,63.54,11183,1,Telangana,2012,360000
263713,m,1989-10-29,6665,2,B.Tech/B.E.,electronics and communication engineering,65.44,6665,0,Rajasthan,2011,180000
472956,m,1992-06-11,57,2,B.Tech/B.E.,information technology,68,57,0,Haryana,2014,220000
264334,m,1985-04-08,2563,2,MCA,computer application,72,2563,0,Uttarakhand,2011,460000
531726,f,1992-11-15,492,2,B.Tech/B.E.,electronics and communication engineering,69.37,492,1,Telangana,2013,310000
